Circle Name,Region Name,Division Name,Office Name,Pincode,OfficeType,Delivery,District,StateName
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,A Narayanapuram B.O,515004,BO,Delivery,ANANTHAPUR,Andhra Pradesh
Andhra Pradesh Circle,Kurnool Region,Chittoor Division,Adavibudugur B.O,517425,BO,Delivery,Chittoor,Andhra Pradesh
Andhra Pradesh Circle,Kurnool Region,Chittoor Division,Angallu B.O,517326,BO,Delivery,Madanapalle,Andhra Pradesh
Andhra Pradesh Circle,Kurnool Region,Cuddapah Division,Abbavaram B.O,516270,BO,Delivery,KADAPA,Andhra Pradesh
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,BIT College BO,515202,BO,Delivery,Hindupur,Andhra Pradesh
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Mundy Bazaar B.O,515591,BO,Delivery,Dharmavaram,Andhra Pradesh
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Thumukunta Industrial Estate B.O,515211,BO,Delivery,ANANTAPUR,Andhra Pradesh
Andhra Pradesh Circle,Kurnool Region,Kurnool Division,A.Gokulapadu B.O,518467,BO,Delivery,Kurnool,Andhra Pradesh
Andhra Pradesh Circle,Kurnool Region,Nandyal Division,Akaveedu B.O,523372,BO,Delivery,PRAKASAM,Andhra Pradesh
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,A.Vemavaram B.O,534267,BO,Delivery,West Godavari,Andhra Pradesh
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Kaza B.O,534268,BO,Delivery,Palakol,Andhra Pradesh
Andhra Pradesh Circle,Vijayawada Region,Eluru Division,G.Pangidigudem B.O,534455,BO,Delivery,VIZIANAGARAM,Andhra Pradesh
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Achavaram B.O,521333,BO,Delivery,KRISHNA,Andhra Pradesh
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Adurupalli B.O,524342,BO,Delivery,NELLORE,Andhra Pradesh
Andhra Pradesh Circle,Vijayawada Region,Guntur Division,A.P.High Court S.O,522237,SO,Non Delivery,Guntur,Andhra Pradesh
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Chinnapuram B.O,521003,BO,Delivery,Machilipatnam,Andhra Pradesh
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Salempalem B.O,521328,BO,Delivery,Avanigadda,Andhra Pradesh
Andhra Pradesh Circle,Vijayawada Region,Tadepalligudem Division,Adavikolanu B.O,534198,BO,Delivery,Warangal,Andhra Pradesh
Andhra Pradesh Circle,Vijayawada Region,Tadepalligudem Division,Arikirevula B.O,534340,BO,Delivery,Kovvur,Andhra Pradesh
Andhra Pradesh Circle,Vijayawada Region,Tadepalligudem Division,Kadakatla B.O,534102,BO,Non Delivery,Tadepalligudem,Andhra Pradesh
Andhra Pradesh Circle,Vijayawada Region,Tadepalligudem Division,Kondamodalu B.O,534315,BO,Delivery,East Godavari,Andhra Pradesh
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,A F Station B.O,522102,BO,Delivery,Bapatla,Andhra Pradesh
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Chintalapudi B.O,522124,BO,Delivery,Karim Nagar,Andhra Pradesh
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Gangalakurru Agraharam B.O,533221,BO,Delivery,AMLAPURAM,Andhra Pradesh
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,A Koduru S.O,531022,SO,Delivery,VISAKHAPATNAM,Andhra Pradesh
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Yanam S.O,533464,SO,Delivery,YANAM,Andhra Pradesh
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Adavaram B.O,532440,BO,Delivery,SRIKAKULAM,Andhra Pradesh
Andhra Pradesh Circle,Visakhapatnam Region,Rajahmundry Division,Chintalagudem B.O,533352,BO,Non Delivery,Bhadrachalam,Andhra Pradesh
Andhra Pradesh Circle,Visakhapatnam Region,Rajahmundry Division,Chodavaram B.O,533352,BO,Non Delivery,Srikalahasti,Andhra Pradesh
Andhra Pradesh Circle,Visakhapatnam Region,Rajahmundry Division,Gundala B.O,533352,BO,Non Delivery,Bhongir,Andhra Pradesh
Assam Circle,NA,Cachar Division,Adarkona B.O,788701,BO,Delivery,KARIMGANJ,Assam
Assam Circle,NA,Cachar Division,Alexanderpur B.O,788161,BO,Delivery,HAILAKANDI,Assam
Assam Circle,NA,Cachar Division,Algapur B.O,788101,BO,Delivery,CACHAR,Assam
Assam Circle,NA,Cachar Division,Assam Quary B.O,788931,BO,Delivery,DIMA HASSO - NORTH CACHAR HILL,Assam
Assam Circle,NA,Cachar Division,Sadarashi B.O,788709,BO,Delivery,KARBI ANGLONG,Assam
Assam Circle,NA,Darrang Division,Ajodhyapur B.O,784524,BO,Delivery,UDALGURI,Assam
Assam Circle,NA,Darrang Division,Alisinga S.O,784112,SO,Delivery,SONITPUR,Assam
Assam Circle,NA,Darrang Division,Aminpara B.O,784514,BO,Delivery,DARRANG,Assam
Assam Circle,NA,Goalpara Division,A.P.Mill S.O,783388,SO,Delivery,BONGAIGAON,Assam
Assam Circle,NA,Goalpara Division,Aflagaon B.O,783346,BO,Delivery,KOKRAJHAR,Assam
Assam Circle,NA,Goalpara Division,Agia S.O,783120,SO,Delivery,GOALPARA,Assam
Assam Circle,NA,Goalpara Division,Agomoni S.O,783335,SO,Delivery,DHUBRI,Assam
Assam Circle,NA,Guwahati Division,Agchia B.O,781128,BO,Delivery,KAMRUP,Assam
Assam Circle,NA,Guwahati Division,Ambari Fatasil S.O,781025,SO,Delivery,KAMRUP METROPOLITAN,Assam
Assam Circle,NA,Guwahati Division,Bangalipara B.O,781364,BO,Delivery,BAKSA,Assam
Assam Circle,NA,Nalbari Division,Adabari B.O,781126,BO,Delivery,NALBARI,Assam
Assam Circle,NA,Nalbari Division,Akaya B.O,781329,BO,Delivery,BARPETA,Assam
Assam Circle,Dibrugarh Region,Dibrugarh Division,2 No Bokanala B.O,787032,BO,Delivery,LAKHIMPUR,Assam
Assam Circle,Dibrugarh Region,Dibrugarh Division,Adarsha Deurigaon B.O,785676,BO,Delivery,DIBRUGARH,Assam
Assam Circle,Dibrugarh Region,Dibrugarh Division,Akajan Bormuria B.O,787059,BO,Delivery,DHEMAJI,Assam
Assam Circle,Dibrugarh Region,Dibrugarh Division,Sonapur B.O,784160,BO,Delivery,Sonapur,Assam
Assam Circle,Dibrugarh Region,Nagaon Division,Ahatguri B.O,782412,BO,Delivery,MARIGAON,Assam
Assam Circle,Dibrugarh Region,Nagaon Division,Aibheti B.O,782002,BO,Delivery,NAGAON,Assam
Assam Circle,Dibrugarh Region,Nagaon Division,Silchung B.O,782412,BO,Delivery,SIBSAGAR,Assam
Assam Circle,Dibrugarh Region,Sibsagar Division,Adharsatra B.O,785702,BO,Delivery,GOLAGHAT,Assam
Assam Circle,Dibrugarh Region,Sibsagar Division,Alengmora B.O,785108,BO,Delivery,JORHAT,Assam
Assam Circle,Dibrugarh Region,Tinsukia Division,3 No Borbil B.O,786171,BO,Delivery,TINSUKIA,Assam
Bihar Circle,NA,AurangabadBihar Division,Adai BO,824207,BO,Delivery,GAYA,Bihar
Bihar Circle,NA,AurangabadBihar Division,Adarchak BO,824221,BO,Delivery,AURANGABAD,Bihar
Bihar Circle,NA,AurangabadBihar Division,Belsar BO,824127,BO,Delivery,ARWAL,Bihar
Bihar Circle,NA,AurangabadBihar Division,RAMPUR B.O,824301,BO,Delivery,AURANAGABAD,Bihar
Bihar Circle,NA,Bhojpur Division,Agiaon Bazar SO,802202,SO,Delivery,BHOJPUR,Bihar
Bihar Circle,NA,Bhojpur Division,Ahirauli BO,802116,BO,Delivery,BUXAR,Bihar
Bihar Circle,NA,Gaya Division,Bajitpur BO,804426,BO,Delivery,JEHANABAD,Bihar
Bihar Circle,NA,Gaya Division,Jagpura BO,804424,BO,Delivery,KAIMUR BHABUA,Bihar
Bihar Circle,NA,Patna Division,Achua BO,801110,BO,Delivery,PATNA,Bihar
Bihar Circle,NA,Patna Division,Alampur Gonpura BO,801505,BO,Delivery,JAMUI,Bihar
Bihar Circle,NA,Patna Division,D KALAPUR BO,801111,BO,Delivery,EAST CHAMPARAN,Bihar
Bihar Circle,NA,Patna Division,M KACHUARA BO,800030,BO,Delivery,PURNIA,Bihar
Bihar Circle,NA,Rohtas Division,A Kala BO,802226,BO,Delivery,ROHTAS,Bihar
Bihar Circle,NA,Vaishali Division,Ababakarpur  Kowahi BO,843114,BO,Delivery,VAISHALI,Bihar
Bihar Circle,NA,Vaishali Division,Dhamaun BO,844506,BO,Delivery,SAMASTIPUR,Bihar
Bihar Circle,"East Region, Bhagalpur",Begusarai Division,Agapur BO,851128,BO,Delivery,BEGUSARAI,Bihar
Bihar Circle,"East Region, Bhagalpur",Begusarai Division,Agauni BO,851216,BO,Delivery,KHAGARIA,Bihar
Bihar Circle,"East Region, Bhagalpur",Begusarai Division,Chorhli BO,852161,BO,Delivery,KATIHAR,Bihar
Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Abhiya bazarBO,853204,BO,Delivery,BHAGALPUR,Bihar
Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Abhiyudayasharan BO,813101,BO,Delivery,BANKA,Bihar
Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Chandan SO,814131,SO,Delivery,DEOGHAR,Bihar
Bihar Circle,"East Region, Bhagalpur",Divisional Office Katihar,ALTAHAT BO,855107,BO,Delivery,KISHANGANJ,Bihar
Bihar Circle,"East Region, Bhagalpur",Munger Division,Abhaypur BO,811112,BO,Delivery,LAKHISARAI,Bihar
Bihar Circle,"East Region, Bhagalpur",Munger Division,Agrahan BO,811211,BO,Delivery,MUNGER,Bihar
Bihar Circle,"East Region, Bhagalpur",Munger Division,Belchhi BO,811315,BO,Delivery,SHEIKHPURA,Bihar
Bihar Circle,"East Region, Bhagalpur",Nalanda Division,Aatma BO,801303,BO,Delivery,NALANDA,Bihar
Bihar Circle,"East Region, Bhagalpur",Nawadha Division,Adampur BO,803109,BO,Delivery,NAWADA,Bihar
Bihar Circle,"East Region, Bhagalpur",Nawadha Division,Pharpar BO,811105,BO,Delivery,SHEOHAR,Bihar
